ORGANIZACIONES POLÍTICAS,TOTAL,%VÁLIDOS,%EMITIDOS,DEPARTAMENTO,PROVINCIA,DISTRITO
PODEMOS PERU,1,0.617%,0.461%,ANCASH,CORONGO,YUPAN
JUNTOS POR EL PERU,13,8.025%,5.991%,ANCASH,CORONGO,YUPAN
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,ANCASH,CORONGO,YUPAN
FUERZA POPULAR,52,32.099%,23.963%,ANCASH,CORONGO,YUPAN
UNION POR EL PERU,0,0.000%,0.000%,ANCASH,CORONGO,YUPAN
RENOVACION POPULAR,5,3.086%,2.304%,ANCASH,CORONGO,YUPAN
RENACIMIENTO UNIDO NACIONAL,1,0.617%,0.461%,ANCASH,CORONGO,YUPAN
PARTIDO DEMOCRATICO SOMOS PERU,4,2.469%,1.843%,ANCASH,CORONGO,YUPAN
PARTIDO POLITICO NACIONAL PERU LIBRE,13,8.025%,5.991%,ANCASH,CORONGO,YUPAN
DEMOCRACIA DIRECTA,0,0.000%,0.000%,ANCASH,CORONGO,YUPAN
ALIANZA PARA EL PROGRESO,5,3.086%,2.304%,ANCASH,CORONGO,YUPAN
PARTIDO NACIONALISTA PERUANO,3,0.632%,0.473%,ANCASH,HUARAZ,COCHABAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",19,4.000%,2.997%,ANCASH,HUARAZ,COCHABAMBA
PARTIDO MORADO,3,0.632%,0.473%,ANCASH,HUARAZ,COCHABAMBA
PERU PATRIA SEGURA,2,0.421%,0.315%,ANCASH,HUARAZ,COCHABAMBA
VICTORIA NACIONAL,8,1.684%,1.262%,ANCASH,HUARAZ,COCHABAMBA
ACCION POPULAR,33,6.947%,5.205%,ANCASH,HUARAZ,COCHABAMBA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,4,0.842%,0.631%,ANCASH,HUARAZ,COCHABAMBA
PODEMOS PERU,7,1.474%,1.104%,ANCASH,HUARAZ,COCHABAMBA
JUNTOS POR EL PERU,48,10.105%,7.571%,ANCASH,HUARAZ,COCHABAMBA
PARTIDO POPULAR CRISTIANO - PPC,1,0.211%,0.158%,ANCASH,HUARAZ,COCHABAMBA
FUERZA POPULAR,115,24.211%,18.139%,ANCASH,HUARAZ,COCHABAMBA
UNION POR EL PERU,2,0.421%,0.315%,ANCASH,HUARAZ,COCHABAMBA
RENOVACION POPULAR,16,3.368%,2.524%,ANCASH,HUARAZ,COCHABAMBA
RENACIMIENTO UNIDO NACIONAL,4,0.842%,0.631%,ANCASH,HUARAZ,COCHABAMBA
PARTIDO DEMOCRATICO SOMOS PERU,14,2.947%,2.208%,ANCASH,HUARAZ,COCHABAMBA
PARTIDO POLITICO NACIONAL PERU LIBRE,184,38.737%,29.022%,ANCASH,HUARAZ,COCHABAMBA
DEMOCRACIA DIRECTA,0,0.000%,0.000%,ANCASH,HUARAZ,COCHABAMBA
ALIANZA PARA EL PROGRESO,12,2.526%,1.893%,ANCASH,HUARAZ,COCHABAMBA
PARTIDO NACIONALISTA PERUANO,0,0.000%,0.000%,ANCASH,HUARAZ,COLCABAMBA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,1.786%,1.379%,ANCASH,HUARAZ,COLCABAMBA
PARTIDO MORADO,2,1.786%,1.379%,ANCASH,HUARAZ,COLCABAMBA
PERU PATRIA SEGURA,1,0.893%,0.690%,ANCASH,HUARAZ,COLCABAMBA
VICTORIA NACIONAL,3,2.679%,2.069%,ANCASH,HUARAZ,COLCABAMBA
ACCION POPULAR,24,21.429%,16.552%,ANCASH,HUARAZ,COLCABAMBA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,3,2.679%,2.069%,ANCASH,HUARAZ,COLCABAMBA
PODEMOS PERU,0,0.000%,0.000%,ANCASH,HUARAZ,COLCABAMBA
JUNTOS POR EL PERU,20,17.857%,13.793%,ANCASH,HUARAZ,COLCABAMBA
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,ANCASH,HUARAZ,COLCABAMBA
FUERZA POPULAR,17,15.179%,11.724%,ANCASH,HUARAZ,COLCABAMBA
UNION POR EL PERU,0,0.000%,0.000%,ANCASH,HUARAZ,COLCABAMBA
RENOVACION POPULAR,6,5.357%,4.138%,ANCASH,HUARAZ,COLCABAMBA
RENACIMIENTO UNIDO NACIONAL,1,0.893%,0.690%,ANCASH,HUARAZ,COLCABAMBA
PARTIDO DEMOCRATICO SOMOS PERU,1,0.893%,0.690%,ANCASH,HUARAZ,COLCABAMBA
PARTIDO POLITICO NACIONAL PERU LIBRE,23,20.536%,15.862%,ANCASH,HUARAZ,COLCABAMBA
DEMOCRACIA DIRECTA,0,0.000%,0.000%,ANCASH,HUARAZ,COLCABAMBA
ALIANZA PARA EL PROGRESO,9,8.036%,6.207%,ANCASH,HUARAZ,COLCABAMBA
PARTIDO NACIONALISTA PERUANO,17,2.584%,1.780%,ANCASH,HUARAZ,HUANCHAY
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,0.304%,0.209%,ANCASH,HUARAZ,HUANCHAY
PARTIDO MORADO,7,1.064%,0.733%,ANCASH,HUARAZ,HUANCHAY
PERU PATRIA SEGURA,0,0.000%,0.000%,ANCASH,HUARAZ,HUANCHAY
VICTORIA NACIONAL,13,1.976%,1.361%,ANCASH,HUARAZ,HUANCHAY
ACCION POPULAR,42,6.383%,4.398%,ANCASH,HUARAZ,HUANCHAY
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,6,0.912%,0.628%,ANCASH,HUARAZ,HUANCHAY
PODEMOS PERU,16,2.432%,1.675%,ANCASH,HUARAZ,HUANCHAY
JUNTOS POR EL PERU,58,8.815%,6.073%,ANCASH,HUARAZ,HUANCHAY
PARTIDO POPULAR CRISTIANO - PPC,3,0.456%,0.314%,ANCASH,HUARAZ,HUANCHAY
FUERZA POPULAR,161,24.468%,16.859%,ANCASH,HUARAZ,HUANCHAY
UNION POR EL PERU,4,0.608%,0.419%,ANCASH,HUARAZ,HUANCHAY
RENOVACION POPULAR,17,2.584%,1.780%,ANCASH,HUARAZ,HUANCHAY
RENACIMIENTO UNIDO NACIONAL,7,1.064%,0.733%,ANCASH,HUARAZ,HUANCHAY
PARTIDO DEMOCRATICO SOMOS PERU,15,2.280%,1.571%,ANCASH,HUARAZ,HUANCHAY
PARTIDO POLITICO NACIONAL PERU LIBRE,253,38.450%,26.492%,ANCASH,HUARAZ,HUANCHAY
DEMOCRACIA DIRECTA,1,0.152%,0.105%,ANCASH,HUARAZ,HUANCHAY
ALIANZA PARA EL PROGRESO,36,5.471%,3.770%,ANCASH,HUARAZ,HUANCHAY
PARTIDO NACIONALISTA PERUANO,421,1.377%,1.127%,ANCASH,HUARAZ,HUARAZ
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",206,0.674%,0.551%,ANCASH,HUARAZ,HUARAZ
PARTIDO MORADO,581,1.900%,1.555%,ANCASH,HUARAZ,HUARAZ
PERU PATRIA SEGURA,100,0.327%,0.268%,ANCASH,HUARAZ,HUARAZ
VICTORIA NACIONAL,1519,4.968%,4.066%,ANCASH,HUARAZ,HUARAZ
ACCION POPULAR,2868,9.380%,7.677%,ANCASH,HUARAZ,HUARAZ
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,3101,10.142%,8.301%,ANCASH,HUARAZ,HUARAZ
PODEMOS PERU,1007,3.294%,2.695%,ANCASH,HUARAZ,HUARAZ
JUNTOS POR EL PERU,3047,9.966%,8.156%,ANCASH,HUARAZ,HUARAZ
PARTIDO POPULAR CRISTIANO - PPC,385,1.259%,1.031%,ANCASH,HUARAZ,HUARAZ
FUERZA POPULAR,2954,9.661%,7.907%,ANCASH,HUARAZ,HUARAZ
UNION POR EL PERU,125,0.409%,0.335%,ANCASH,HUARAZ,HUARAZ
RENOVACION POPULAR,2702,8.837%,7.233%,ANCASH,HUARAZ,HUARAZ
RENACIMIENTO UNIDO NACIONAL,176,0.576%,0.471%,ANCASH,HUARAZ,HUARAZ
PARTIDO DEMOCRATICO SOMOS PERU,430,1.406%,1.151%,ANCASH,HUARAZ,HUARAZ
PARTIDO POLITICO NACIONAL PERU LIBRE,8698,28.448%,23.282%,ANCASH,HUARAZ,HUARAZ
DEMOCRACIA DIRECTA,176,0.576%,0.471%,ANCASH,HUARAZ,HUARAZ
ALIANZA PARA EL PROGRESO,2079,6.800%,5.565%,ANCASH,HUARAZ,HUARAZ
PARTIDO NACIONALISTA PERUANO,425,1.309%,1.068%,ANCASH,HUARAZ,INDEPENDENCIA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",282,0.868%,0.709%,ANCASH,HUARAZ,INDEPENDENCIA
PARTIDO MORADO,557,1.715%,1.400%,ANCASH,HUARAZ,INDEPENDENCIA
PERU PATRIA SEGURA,102,0.314%,0.256%,ANCASH,HUARAZ,INDEPENDENCIA
VICTORIA NACIONAL,1429,4.401%,3.592%,ANCASH,HUARAZ,INDEPENDENCIA
ACCION POPULAR,2610,8.038%,6.561%,ANCASH,HUARAZ,INDEPENDENCIA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,2760,8.500%,6.938%,ANCASH,HUARAZ,INDEPENDENCIA
PODEMOS PERU,1043,3.212%,2.622%,ANCASH,HUARAZ,INDEPENDENCIA
JUNTOS POR EL PERU,3407,10.493%,8.564%,ANCASH,HUARAZ,INDEPENDENCIA
PARTIDO POPULAR CRISTIANO - PPC,350,1.078%,0.880%,ANCASH,HUARAZ,INDEPENDENCIA
FUERZA POPULAR,3635,11.195%,9.137%,ANCASH,HUARAZ,INDEPENDENCIA
UNION POR EL PERU,130,0.400%,0.327%,ANCASH,HUARAZ,INDEPENDENCIA
RENOVACION POPULAR,2646,8.149%,6.651%,ANCASH,HUARAZ,INDEPENDENCIA
RENACIMIENTO UNIDO NACIONAL,184,0.567%,0.463%,ANCASH,HUARAZ,INDEPENDENCIA
PARTIDO DEMOCRATICO SOMOS PERU,465,1.432%,1.169%,ANCASH,HUARAZ,INDEPENDENCIA
PARTIDO POLITICO NACIONAL PERU LIBRE,10108,31.130%,25.408%,ANCASH,HUARAZ,INDEPENDENCIA
DEMOCRACIA DIRECTA,202,0.622%,0.508%,ANCASH,HUARAZ,INDEPENDENCIA
ALIANZA PARA EL PROGRESO,2135,6.575%,5.367%,ANCASH,HUARAZ,INDEPENDENCIA
PARTIDO NACIONALISTA PERUANO,33,1.300%,0.977%,ANCASH,HUARAZ,JANGAS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",31,1.221%,0.917%,ANCASH,HUARAZ,JANGAS
PARTIDO MORADO,33,1.300%,0.977%,ANCASH,HUARAZ,JANGAS
PERU PATRIA SEGURA,11,0.433%,0.326%,ANCASH,HUARAZ,JANGAS
VICTORIA NACIONAL,54,2.128%,1.598%,ANCASH,HUARAZ,JANGAS
ACCION POPULAR,92,3.625%,2.723%,ANCASH,HUARAZ,JANGAS
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,94,3.704%,2.782%,ANCASH,HUARAZ,JANGAS
PODEMOS PERU,65,2.561%,1.924%,ANCASH,HUARAZ,JANGAS
JUNTOS POR EL PERU,194,7.644%,5.741%,ANCASH,HUARAZ,JANGAS
PARTIDO POPULAR CRISTIANO - PPC,8,0.315%,0.237%,ANCASH,HUARAZ,JANGAS
FUERZA POPULAR,481,18.952%,14.235%,ANCASH,HUARAZ,JANGAS
UNION POR EL PERU,12,0.473%,0.355%,ANCASH,HUARAZ,JANGAS
RENOVACION POPULAR,108,4.255%,3.196%,ANCASH,HUARAZ,JANGAS
RENACIMIENTO UNIDO NACIONAL,18,0.709%,0.533%,ANCASH,HUARAZ,JANGAS
PARTIDO DEMOCRATICO SOMOS PERU,27,1.064%,0.799%,ANCASH,HUARAZ,JANGAS
PARTIDO POLITICO NACIONAL PERU LIBRE,1127,44.405%,33.353%,ANCASH,HUARAZ,JANGAS
DEMOCRACIA DIRECTA,1,0.039%,0.030%,ANCASH,HUARAZ,JANGAS
ALIANZA PARA EL PROGRESO,149,5.871%,4.410%,ANCASH,HUARAZ,JANGAS
PARTIDO NACIONALISTA PERUANO,5,0.911%,0.680%,ANCASH,HUARAZ,LA LIBERTAD
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",4,0.729%,0.544%,ANCASH,HUARAZ,LA LIBERTAD
PARTIDO MORADO,12,2.186%,1.633%,ANCASH,HUARAZ,LA LIBERTAD
PERU PATRIA SEGURA,2,0.364%,0.272%,ANCASH,HUARAZ,LA LIBERTAD
VICTORIA NACIONAL,32,5.829%,4.354%,ANCASH,HUARAZ,LA LIBERTAD
ACCION POPULAR,40,7.286%,5.442%,ANCASH,HUARAZ,LA LIBERTAD
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,8,1.457%,1.088%,ANCASH,HUARAZ,LA LIBERTAD
PODEMOS PERU,34,6.193%,4.626%,ANCASH,HUARAZ,LA LIBERTAD
JUNTOS POR EL PERU,54,9.836%,7.347%,ANCASH,HUARAZ,LA LIBERTAD
PARTIDO POPULAR CRISTIANO - PPC,1,0.182%,0.136%,ANCASH,HUARAZ,LA LIBERTAD
FUERZA POPULAR,134,24.408%,18.231%,ANCASH,HUARAZ,LA LIBERTAD
UNION POR EL PERU,4,0.729%,0.544%,ANCASH,HUARAZ,LA LIBERTAD
RENOVACION POPULAR,6,1.093%,0.816%,ANCASH,HUARAZ,LA LIBERTAD
RENACIMIENTO UNIDO NACIONAL,1,0.182%,0.136%,ANCASH,HUARAZ,LA LIBERTAD
PARTIDO DEMOCRATICO SOMOS PERU,9,1.639%,1.224%,ANCASH,HUARAZ,LA LIBERTAD
PARTIDO POLITICO NACIONAL PERU LIBRE,180,32.787%,24.490%,ANCASH,HUARAZ,LA LIBERTAD
DEMOCRACIA DIRECTA,1,0.182%,0.136%,ANCASH,HUARAZ,LA LIBERTAD
ALIANZA PARA EL PROGRESO,22,4.007%,2.993%,ANCASH,HUARAZ,LA LIBERTAD
PARTIDO NACIONALISTA PERUANO,78,5.242%,4.090%,ANCASH,HUARAZ,OLLEROS
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",28,1.882%,1.468%,ANCASH,HUARAZ,OLLEROS
PARTIDO MORADO,10,0.672%,0.524%,ANCASH,HUARAZ,OLLEROS
PERU PATRIA SEGURA,7,0.470%,0.367%,ANCASH,HUARAZ,OLLEROS
VICTORIA NACIONAL,53,3.562%,2.779%,ANCASH,HUARAZ,OLLEROS
ACCION POPULAR,73,4.906%,3.828%,ANCASH,HUARAZ,OLLEROS
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,27,1.815%,1.416%,ANCASH,HUARAZ,OLLEROS
PODEMOS PERU,40,2.688%,2.098%,ANCASH,HUARAZ,OLLEROS
JUNTOS POR EL PERU,252,16.935%,13.214%,ANCASH,HUARAZ,OLLEROS
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,ANCASH,HUARAZ,OLLEROS
FUERZA POPULAR,192,12.903%,10.068%,ANCASH,HUARAZ,OLLEROS
UNION POR EL PERU,3,0.202%,0.157%,ANCASH,HUARAZ,OLLEROS
RENOVACION POPULAR,34,2.285%,1.783%,ANCASH,HUARAZ,OLLEROS
RENACIMIENTO UNIDO NACIONAL,5,0.336%,0.262%,ANCASH,HUARAZ,OLLEROS
PARTIDO DEMOCRATICO SOMOS PERU,7,0.470%,0.367%,ANCASH,HUARAZ,OLLEROS
PARTIDO POLITICO NACIONAL PERU LIBRE,625,42.003%,32.774%,ANCASH,HUARAZ,OLLEROS
DEMOCRACIA DIRECTA,2,0.134%,0.105%,ANCASH,HUARAZ,OLLEROS
ALIANZA PARA EL PROGRESO,52,3.495%,2.727%,ANCASH,HUARAZ,OLLEROS
PARTIDO NACIONALISTA PERUANO,8,1.932%,1.411%,ANCASH,HUARAZ,PAMPAS GRANDE
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",7,1.691%,1.235%,ANCASH,HUARAZ,PAMPAS GRANDE
PARTIDO MORADO,1,0.242%,0.176%,ANCASH,HUARAZ,PAMPAS GRANDE
PERU PATRIA SEGURA,2,0.483%,0.353%,ANCASH,HUARAZ,PAMPAS GRANDE
VICTORIA NACIONAL,12,2.899%,2.116%,ANCASH,HUARAZ,PAMPAS GRANDE
ACCION POPULAR,55,13.285%,9.700%,ANCASH,HUARAZ,PAMPAS GRANDE
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,8,1.932%,1.411%,ANCASH,HUARAZ,PAMPAS GRANDE
PODEMOS PERU,9,2.174%,1.587%,ANCASH,HUARAZ,PAMPAS GRANDE
JUNTOS POR EL PERU,38,9.179%,6.702%,ANCASH,HUARAZ,PAMPAS GRANDE
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,ANCASH,HUARAZ,PAMPAS GRANDE
FUERZA POPULAR,65,15.700%,11.464%,ANCASH,HUARAZ,PAMPAS GRANDE
UNION POR EL PERU,2,0.483%,0.353%,ANCASH,HUARAZ,PAMPAS GRANDE
RENOVACION POPULAR,11,2.657%,1.940%,ANCASH,HUARAZ,PAMPAS GRANDE
RENACIMIENTO UNIDO NACIONAL,4,0.966%,0.705%,ANCASH,HUARAZ,PAMPAS GRANDE
PARTIDO DEMOCRATICO SOMOS PERU,3,0.725%,0.529%,ANCASH,HUARAZ,PAMPAS GRANDE
PARTIDO POLITICO NACIONAL PERU LIBRE,168,40.580%,29.630%,ANCASH,HUARAZ,PAMPAS GRANDE
DEMOCRACIA DIRECTA,0,0.000%,0.000%,ANCASH,HUARAZ,PAMPAS GRANDE
ALIANZA PARA EL PROGRESO,21,5.072%,3.704%,ANCASH,HUARAZ,PAMPAS GRANDE
PARTIDO NACIONALISTA PERUANO,12,0.657%,0.480%,ANCASH,HUARAZ,PARIACOTO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",47,2.574%,1.878%,ANCASH,HUARAZ,PARIACOTO
PARTIDO MORADO,13,0.712%,0.520%,ANCASH,HUARAZ,PARIACOTO
PERU PATRIA SEGURA,6,0.329%,0.240%,ANCASH,HUARAZ,PARIACOTO
VICTORIA NACIONAL,41,2.245%,1.639%,ANCASH,HUARAZ,PARIACOTO
ACCION POPULAR,160,8.762%,6.395%,ANCASH,HUARAZ,PARIACOTO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,37,2.026%,1.479%,ANCASH,HUARAZ,PARIACOTO
PODEMOS PERU,84,4.600%,3.357%,ANCASH,HUARAZ,PARIACOTO
JUNTOS POR EL PERU,139,7.612%,5.556%,ANCASH,HUARAZ,PARIACOTO
PARTIDO POPULAR CRISTIANO - PPC,6,0.329%,0.240%,ANCASH,HUARAZ,PARIACOTO
FUERZA POPULAR,533,29.189%,21.303%,ANCASH,HUARAZ,PARIACOTO
UNION POR EL PERU,18,0.986%,0.719%,ANCASH,HUARAZ,PARIACOTO
RENOVACION POPULAR,59,3.231%,2.358%,ANCASH,HUARAZ,PARIACOTO
RENACIMIENTO UNIDO NACIONAL,7,0.383%,0.280%,ANCASH,HUARAZ,PARIACOTO
PARTIDO DEMOCRATICO SOMOS PERU,28,1.533%,1.119%,ANCASH,HUARAZ,PARIACOTO
PARTIDO POLITICO NACIONAL PERU LIBRE,578,31.654%,23.102%,ANCASH,HUARAZ,PARIACOTO
DEMOCRACIA DIRECTA,5,0.274%,0.200%,ANCASH,HUARAZ,PARIACOTO
ALIANZA PARA EL PROGRESO,53,2.903%,2.118%,ANCASH,HUARAZ,PARIACOTO
PARTIDO NACIONALISTA PERUANO,14,0.893%,0.569%,ANCASH,HUARAZ,PIRA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",74,4.722%,3.007%,ANCASH,HUARAZ,PIRA
PARTIDO MORADO,19,1.213%,0.772%,ANCASH,HUARAZ,PIRA
PERU PATRIA SEGURA,4,0.255%,0.163%,ANCASH,HUARAZ,PIRA
VICTORIA NACIONAL,55,3.510%,2.235%,ANCASH,HUARAZ,PIRA
ACCION POPULAR,144,9.190%,5.851%,ANCASH,HUARAZ,PIRA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,33,2.106%,1.341%,ANCASH,HUARAZ,PIRA
PODEMOS PERU,56,3.574%,2.275%,ANCASH,HUARAZ,PIRA
JUNTOS POR EL PERU,146,9.317%,5.933%,ANCASH,HUARAZ,PIRA
PARTIDO POPULAR CRISTIANO - PPC,1,0.064%,0.041%,ANCASH,HUARAZ,PIRA
FUERZA POPULAR,350,22.336%,14.222%,ANCASH,HUARAZ,PIRA
UNION POR EL PERU,8,0.511%,0.325%,ANCASH,HUARAZ,PIRA
RENOVACION POPULAR,30,1.914%,1.219%,ANCASH,HUARAZ,PIRA
RENACIMIENTO UNIDO NACIONAL,15,0.957%,0.610%,ANCASH,HUARAZ,PIRA
PARTIDO DEMOCRATICO SOMOS PERU,24,1.532%,0.975%,ANCASH,HUARAZ,PIRA
PARTIDO POLITICO NACIONAL PERU LIBRE,538,34.333%,21.861%,ANCASH,HUARAZ,PIRA
DEMOCRACIA DIRECTA,2,0.128%,0.081%,ANCASH,HUARAZ,PIRA
ALIANZA PARA EL PROGRESO,54,3.446%,2.194%,ANCASH,HUARAZ,PIRA
PARTIDO NACIONALISTA PERUANO,70,2.349%,1.731%,ANCASH,HUARAZ,TARICA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",51,1.711%,1.261%,ANCASH,HUARAZ,TARICA
PARTIDO MORADO,22,0.738%,0.544%,ANCASH,HUARAZ,TARICA
PERU PATRIA SEGURA,3,0.101%,0.074%,ANCASH,HUARAZ,TARICA
VICTORIA NACIONAL,89,2.987%,2.201%,ANCASH,HUARAZ,TARICA
ACCION POPULAR,154,5.168%,3.808%,ANCASH,HUARAZ,TARICA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,113,3.792%,2.794%,ANCASH,HUARAZ,TARICA
PODEMOS PERU,69,2.315%,1.706%,ANCASH,HUARAZ,TARICA
JUNTOS POR EL PERU,231,7.752%,5.712%,ANCASH,HUARAZ,TARICA
PARTIDO POPULAR CRISTIANO - PPC,19,0.638%,0.470%,ANCASH,HUARAZ,TARICA
FUERZA POPULAR,557,18.691%,13.773%,ANCASH,HUARAZ,TARICA
UNION POR EL PERU,26,0.872%,0.643%,ANCASH,HUARAZ,TARICA
RENOVACION POPULAR,158,5.302%,3.907%,ANCASH,HUARAZ,TARICA
RENACIMIENTO UNIDO NACIONAL,27,0.906%,0.668%,ANCASH,HUARAZ,TARICA
PARTIDO DEMOCRATICO SOMOS PERU,39,1.309%,0.964%,ANCASH,HUARAZ,TARICA
PARTIDO POLITICO NACIONAL PERU LIBRE,1159,38.893%,28.660%,ANCASH,HUARAZ,TARICA
DEMOCRACIA DIRECTA,4,0.134%,0.099%,ANCASH,HUARAZ,TARICA
ALIANZA PARA EL PROGRESO,189,6.342%,4.674%,ANCASH,HUARAZ,TARICA
PARTIDO NACIONALISTA PERUANO,12,2.017%,1.341%,ANCASH,HUARI,ANRA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,0.336%,0.223%,ANCASH,HUARI,ANRA
PARTIDO MORADO,14,2.353%,1.564%,ANCASH,HUARI,ANRA
PERU PATRIA SEGURA,6,1.008%,0.670%,ANCASH,HUARI,ANRA
VICTORIA NACIONAL,16,2.689%,1.788%,ANCASH,HUARI,ANRA
ACCION POPULAR,88,14.790%,9.832%,ANCASH,HUARI,ANRA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,9,1.513%,1.006%,ANCASH,HUARI,ANRA
PODEMOS PERU,9,1.513%,1.006%,ANCASH,HUARI,ANRA
JUNTOS POR EL PERU,76,12.773%,8.492%,ANCASH,HUARI,ANRA
PARTIDO POPULAR CRISTIANO - PPC,1,0.168%,0.112%,ANCASH,HUARI,ANRA
FUERZA POPULAR,45,7.563%,5.028%,ANCASH,HUARI,ANRA
UNION POR EL PERU,5,0.840%,0.559%,ANCASH,HUARI,ANRA
RENOVACION POPULAR,16,2.689%,1.788%,ANCASH,HUARI,ANRA
RENACIMIENTO UNIDO NACIONAL,9,1.513%,1.006%,ANCASH,HUARI,ANRA
PARTIDO DEMOCRATICO SOMOS PERU,20,3.361%,2.235%,ANCASH,HUARI,ANRA
PARTIDO POLITICO NACIONAL PERU LIBRE,239,40.168%,26.704%,ANCASH,HUARI,ANRA
DEMOCRACIA DIRECTA,1,0.168%,0.112%,ANCASH,HUARI,ANRA
ALIANZA PARA EL PROGRESO,27,4.538%,3.017%,ANCASH,HUARI,ANRA
PARTIDO NACIONALISTA PERUANO,22,1.341%,0.991%,ANCASH,HUARI,CAJAY
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",3,0.183%,0.135%,ANCASH,HUARI,CAJAY
PARTIDO MORADO,7,0.427%,0.315%,ANCASH,HUARI,CAJAY
PERU PATRIA SEGURA,4,0.244%,0.180%,ANCASH,HUARI,CAJAY
VICTORIA NACIONAL,29,1.767%,1.307%,ANCASH,HUARI,CAJAY
ACCION POPULAR,193,11.761%,8.698%,ANCASH,HUARI,CAJAY
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,61,3.717%,2.749%,ANCASH,HUARI,CAJAY
PODEMOS PERU,25,1.523%,1.127%,ANCASH,HUARI,CAJAY
JUNTOS POR EL PERU,159,9.689%,7.165%,ANCASH,HUARI,CAJAY
PARTIDO POPULAR CRISTIANO - PPC,6,0.366%,0.270%,ANCASH,HUARI,CAJAY
FUERZA POPULAR,89,5.424%,4.011%,ANCASH,HUARI,CAJAY
UNION POR EL PERU,8,0.488%,0.361%,ANCASH,HUARI,CAJAY
RENOVACION POPULAR,63,3.839%,2.839%,ANCASH,HUARI,CAJAY
RENACIMIENTO UNIDO NACIONAL,21,1.280%,0.946%,ANCASH,HUARI,CAJAY
PARTIDO DEMOCRATICO SOMOS PERU,28,1.706%,1.262%,ANCASH,HUARI,CAJAY
PARTIDO POLITICO NACIONAL PERU LIBRE,895,54.540%,40.333%,ANCASH,HUARI,CAJAY
DEMOCRACIA DIRECTA,3,0.183%,0.135%,ANCASH,HUARI,CAJAY
ALIANZA PARA EL PROGRESO,25,1.523%,1.127%,ANCASH,HUARI,CAJAY
PARTIDO NACIONALISTA PERUANO,68,2.372%,1.662%,ANCASH,HUARI,CHAVIN DE HUANTAR
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",8,0.279%,0.196%,ANCASH,HUARI,CHAVIN DE HUANTAR
PARTIDO MORADO,25,0.872%,0.611%,ANCASH,HUARI,CHAVIN DE HUANTAR
PERU PATRIA SEGURA,8,0.279%,0.196%,ANCASH,HUARI,CHAVIN DE HUANTAR
VICTORIA NACIONAL,36,1.256%,0.880%,ANCASH,HUARI,CHAVIN DE HUANTAR
ACCION POPULAR,417,14.545%,10.193%,ANCASH,HUARI,CHAVIN DE HUANTAR
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,91,3.174%,2.224%,ANCASH,HUARI,CHAVIN DE HUANTAR
PODEMOS PERU,78,2.721%,1.907%,ANCASH,HUARI,CHAVIN DE HUANTAR
JUNTOS POR EL PERU,147,5.127%,3.593%,ANCASH,HUARI,CHAVIN DE HUANTAR
PARTIDO POPULAR CRISTIANO - PPC,19,0.663%,0.464%,ANCASH,HUARI,CHAVIN DE HUANTAR
FUERZA POPULAR,198,6.906%,4.840%,ANCASH,HUARI,CHAVIN DE HUANTAR
UNION POR EL PERU,21,0.732%,0.513%,ANCASH,HUARI,CHAVIN DE HUANTAR
